Row ID,Order ID,Order Date,Dispatch Date,Delivery Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Sales Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
69,US-2015-106376,12/5/2015,12/10/2015,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,USCA - West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.97,4,0.2,62.99
79,US-2015-147606,11/26/2015,12/1/2015,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,USCA - Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.48
82,US-2015-139451,10/12/2015,10/16/2015,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,USCA - West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.17
83,US-2015-139451,10/12/2015,10/16/2015,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,USCA - West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2
114,US-2015-115259,8/25/2015,8/27/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,USCA - East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.1,14,0.2,14.53
115,US-2015-115259,8/25/2015,8/27/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,USCA - East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.65
116,US-2015-115259,8/25/2015,8/27/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,USCA - East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.98,3,0.2,7.49
117,US-2015-115259,8/25/2015,8/27/2015,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,USCA - East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,6,0.2,44.03
125,US-2015-152030,12/26/2015,12/28/2015,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,USCA - Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.56,3,0.3,-8.58
126,US-2015-134614,9/20/2015,9/25/2015,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,USCA - Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.68
147,US-2015-110072,10/22/2015,10/28/2015,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,USCA - East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,4,0.2,12.91
158,US-2015-104269,3/1/2015,3/6/2015,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,USCA - West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.57,2,0.2,51.48
165,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.94,3,0.2,2.73
166,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.95,8,0.4,-1359.99
167,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.93,3,0.2,-58.63
168,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.86
169,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.06,6,0.2,6.81
170,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.85
171,US-2015-139892,9/8/2015,9/12/2015,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,USCA - Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3,0.2,9
172,US-2015-118962,8/5/2015,8/9/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,USCA - West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,0,9.84
173,US-2015-118962,8/5/2015,8/9/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,USCA - West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0,53.26
174,US-2015-118962,8/5/2015,8/9/2015,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,USCA - West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14,7,0.2,21.26
175,US-2015-100853,9/14/2015,9/19/2015,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,USCA - Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.45,2,0.8,-131.12
176,US-2015-100853,9/14/2015,9/19/2015,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,USCA - Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.55
181,US-2015-166191,12/5/2015,12/9/2015,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,USCA - Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.82,2,0.2,1.86
182,US-2015-166191,12/5/2015,12/9/2015,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,USCA - Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7,0.2,76.64
183,US-2015-158274,11/19/2015,11/24/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,USCA - South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,4,0,131.03
184,US-2015-158274,11/19/2015,11/24/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,USCA - South,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.99
185,US-2015-158274,11/19/2015,11/24/2015,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,USCA - South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25
187,US-2015-123260,8/26/2015,8/30/2015,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,USCA - West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0,22.98
196,US-2015-140004,3/21/2015,3/25/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,USCA - East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2
197,US-2015-140004,3/21/2015,3/25/2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,USCA - East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.05,3,0.2,1.59
202,US-2015-133690,8/3/2015,8/5/2015,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,USCA - West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.88
203,US-2015-133690,8/3/2015,8/5/2015,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,USCA - West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.29
231,US-2015-156216,9/13/2015,9/17/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,USCA - South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.65,7,0.7,-12.43
245,US-2015-131926,6/1/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,USCA - Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.54
246,US-2015-131926,6/1/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,USCA - Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0,41.68
247,US-2015-131926,6/1/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,USCA - Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",47.88,6,0,23.94
248,US-2015-131926,6/1/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,USCA - Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,5,0,496.07
249,US-2015-131926,6/1/2015,6/6/2015,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,USCA - Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0,12.44
263,US-2015-106992,9/19/2015,9/21/2015,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,USCA - Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.98,3,0.4,-510
264,US-2015-106992,9/19/2015,9/21/2015,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,USCA - Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.96,7,0.4,-252
294,US-2015-111451,12/26/2015,12/28/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,USCA - West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8,0.2,78.86
295,US-2015-111451,12/26/2015,12/28/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,USCA - West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,0.2,20.16
296,,12/26/2015,12/28/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,USCA - West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,0.2,-24.56
297,US-2015-111451,12/26/2015,12/28/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,USCA - West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88
298,US-2015-111451,12/26/2015,12/28/2015,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,USCA - West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,0.2,9.3
306,US-2015-130960,12/30/2015,1/4/2016,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,USCA - Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0,2.85
307,US-2015-111003,6/1/2015,6/6/2015,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,USCA - East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.92
308,US-2015-111003,6/1/2015,6/6/2015,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,USCA - East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.87
314,US-2015-120887,9/27/2015,10/3/2015,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,USCA - East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.64
315,US-2015-167850,8/9/2015,8/16/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,USCA - South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.38,2,0.2,22.3
316,US-2015-167850,8/9/2015,8/16/2015,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,USCA - South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.55,3,0.2,5.44
317,US-2015-164259,12/28/2015,12/30/2015,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4,0.2,8.67
318,US-2015-164973,11/4/2015,11/9/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,USCA - East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.88,1,0.1,24.16
319,US-2015-164973,11/4/2015,11/9/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,USCA - East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99
320,US-2015-164973,11/4/2015,11/9/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,USCA - East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0,80.02
321,US-2015-164973,11/4/2015,11/9/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,USCA - East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6
322,US-2015-164973,11/4/2015,11/9/2015,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,USCA - East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.07
323,US-2015-156601,9/19/2015,9/24/2015,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,USCA - West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0,3.58
338,US-2015-129924,7/12/2015,7/17/2015,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,USCA - West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2,0.2,2.8
339,US-2015-129924,7/12/2015,7/17/2015,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,USCA - West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.35,3,0.2,-17.46
341,US-2015-122336,4/13/2015,4/17/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.86,4,0.2,1.12
342,US-2015-122336,4/13/2015,4/17/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.98
343,US-2015-122336,4/13/2015,4/17/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.99,13,0.2,10.07
344,US-2015-122336,4/13/2015,4/17/2015,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.93,12,0.4,8.39
366,US-2015-123344,9/24/2015,9/29/2015,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,USCA - West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.48
373,US-2015-119137,7/23/2015,7/27/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,USCA - West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.71
374,US-2015-119137,7/23/2015,7/27/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,USCA - West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,8,0.2,179.19
375,US-2015-119137,7/23/2015,7/27/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,USCA - West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,1,0.2,0.92
376,US-2015-119137,7/23/2015,7/27/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,USCA - West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94
389,US-2015-115973,11/24/2015,11/26/2015,First Class,NG-18430,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,USCA - East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.62,1,0.2,0.43
392,US-2015-135972,9/21/2015,9/23/2015,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,USCA - West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,2,0.2,27.72
393,US-2015-135972,9/21/2015,9/23/2015,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,USCA - West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0,701.99
394,US-2015-134971,6/7/2015,6/10/2015,Second Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,USCA - Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.46,3,0.8,-20.56
403,US-2015-113166,12/24/2015,12/26/2015,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,USCA - South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.57,2,0.2,3.47
404,US-2015-155208,4/16/2015,4/20/2015,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,USCA - South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,6,0.2,9.77
422,US-2015-142048,6/22/2015,6/25/2015,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,USCA - West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,6,0.2,56.57
428,US-2015-101476,9/12/2015,9/13/2015,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,USCA - East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0,30.1
435,US-2015-150574,12/19/2015,12/25/2015,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,USCA - South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.81,2,0.7,-3.69
436,US-2015-150574,12/19/2015,12/25/2015,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,USCA - South,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,-18.59
457,US-2015-110674,2/12/2015,2/18/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,USCA - West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.57,2,0.2,-24.29
472,US-2015-144666,11/9/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,USCA - West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.41
473,US-2015-144666,11/9/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,USCA - West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.67,2,0.2,10.48
474,US-2015-144666,11/9/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,USCA - West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.97,4,0.2,88
475,US-2015-144666,11/9/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,USCA - West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.98
476,US-2015-144666,11/9/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,USCA - West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,0,28.82
477,US-2015-144666,11/9/2015,11/11/2015,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,San Francisco,California,USCA - West,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,5,0,45.53
482,US-2015-134677,10/6/2015,10/10/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,San Diego,California,USCA - West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,0,1.91
483,US-2015-127691,7/22/2015,7/27/2015,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,USCA - East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0,1.67
484,US-2015-127691,7/22/2015,7/27/2015,Standard Class,EM-14065,Erin Mull,Consumer,United States,New York City,New York,USCA - East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0,57.59
488,US-2015-154627,10/29/2015,10/31/2015,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,USCA - Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.95,6,0.2,341.99
489,US-2015-133753,6/9/2015,6/13/2015,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,USCA - Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.99,1,0.2,0.6
490,US-2015-133753,6/9/2015,6/13/2015,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,USCA - Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.98,2,0.2,10.4
491,US-2015-133753,6/9/2015,6/13/2015,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,USCA - Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.37,2,0.2,6.16
