Row ID,Order ID,Order Date,Dispatch Date,Delivery Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Sales Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
59,US-2017-111682,6/17/2017,6/18/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,USCA - East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0,6.99
60,US-2017-111682,6/17/2017,6/18/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,USCA - East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,0,3.3
61,US-2017-111682,6/17/2017,6/18/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,USCA - East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.36
62,US-2017-111682,6/17/2017,6/18/2017,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,USCA - East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0,0.84
70,US-2017-119823,6/4/2017,6/6/2017,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,USCA - South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.66
71,US-2017-106075,9/18/2017,9/23/2017,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,USCA - East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,1,0.2,1.73
80,US-2017-127208,6/12/2017,6/15/2017,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,USCA - South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2
81,US-2017-127208,6/12/2017,6/15/2017,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,USCA - South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.04
89,US-2017-159695,4/5/2017,4/10/2017,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,USCA - Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.37,7,0.2,13.86
90,US-2017-109806,9/17/2017,9/22/2017,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,USCA - West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.63
91,US-2017-109806,9/17/2017,9/22/2017,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,USCA - West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.58,2,0.2,8.28
92,US-2017-109806,9/17/2017,9/22/2017,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,USCA - West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0,3.11
99,US-2017-149223,9/6/2017,9/11/2017,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,USCA - Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.59
100,US-2017-158568,8/29/2017,9/2/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,USCA - Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.62,7,0.2,22.62
101,US-2017-158568,8/29/2017,9/2/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,USCA - Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.98,3,0.2,-10.8
102,US-2017-158568,8/29/2017,9/2/2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,USCA - Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.79,3,0.8,-3.04
103,US-2017-129903,12/1/2017,12/4/2017,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,USCA - Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.72
112,US-2017-128867,11/3/2017,11/10/2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,USCA - Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.79
113,US-2017-128867,11/3/2017,11/10/2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,USCA - Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.35
120,US-2017-103730,6/12/2017,6/15/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,USCA - East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.35
121,US-2017-103730,6/12/2017,6/15/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,USCA - East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.88
122,US-2017-103730,6/12/2017,6/15/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,USCA - East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.44
123,US-2017-103730,6/12/2017,6/15/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,USCA - East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.76
124,US-2017-103730,6/12/2017,6/15/2017,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,USCA - East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.73
129,US-2017-125969,11/6/2017,11/10/2017,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,USCA - West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2,0.2,-9.16
130,US-2017-125969,11/6/2017,11/10/2017,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,USCA - West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.24
134,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,3,0,9.62
135,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.66
136,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.46
137,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.97
138,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.18,3,0.2,26.66
139,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0,18.45
140,US-2017-145583,10/13/2017,10/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,USCA - West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.7
141,US-2017-110366,9/5/2017,9/7/2017,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,USCA - East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
148,US-2017-114489,12/5/2017,12/9/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,USCA - Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8
149,US-2017-114489,12/5/2017,12/9/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,USCA - Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,6
150,US-2017-114489,12/5/2017,12/9/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,USCA - Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.55
151,US-2017-114489,12/5/2017,12/9/2017,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,USCA - Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.63
152,US-2017-158834,3/13/2017,3/16/2017,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,USCA - West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.77
153,US-2017-158834,3/13/2017,3/16/2017,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,USCA - West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18,2,0.2,15.24
159,US-2017-114104,11/20/2017,11/24/2017,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,USCA - Central,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2,0,6.87
160,US-2017-114104,11/20/2017,11/24/2017,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,USCA - Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.23
161,US-2017-162733,5/11/2017,5/12/2017,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,USCA - West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1,0,2.69
163,US-2017-154508,11/16/2017,11/20/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,USCA - West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0,13.35
164,US-2017-113817,11/7/2017,11/11/2017,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,USCA - West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.69
186,US-2017-105018,11/28/2017,12/2/2017,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,USCA - East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0,3.44
188,US-2017-157000,7/16/2017,7/22/2017,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,USCA - Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.22,3,0.2,3.72
189,US-2017-157000,7/16/2017,7/22/2017,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,USCA - Central,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.02,3,0.2,6.26
218,US-2017-130162,10/28/2017,11/1/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,USCA - West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.06
219,US-2017-130162,10/28/2017,11/1/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,USCA - West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.38,3,0.2,22.68
238,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.4
239,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.73
240,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.69,3,0.6,-4.68
241,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,31.98,2,0.2,11.19
242,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.23,5,0.5,-120.51
243,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.04,3,0.6,-2.83
244,US-2017-157749,6/4/2017,6/9/2017,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,USCA - Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,1.2
250,US-2017-154739,12/10/2017,12/15/2017,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,USCA - West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.57,2,0.2,28.14
251,US-2017-145625,9/11/2017,9/17/2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,USCA - West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.58
252,US-2017-145625,9/11/2017,9/17/2017,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,USCA - West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,0,636
253,US-2017-146941,12/10/2017,12/13/2017,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,USCA - East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.56
254,US-2017-146941,12/10/2017,12/13/2017,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,USCA - East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0,162.86
265,US-2017-125318,6/6/2017,6/13/2017,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,USCA - Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.22,4,0.2,28.72
268,US-2017-111010,1/22/2017,1/28/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,USCA - East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0,0.3
287,US-2017-112697,12/18/2017,12/20/2017,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,USCA - South,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.06,7,0.7,-169.37
288,US-2017-112697,12/18/2017,12/20/2017,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,USCA - South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.53,2,0.2,24.32
289,US-2017-112697,12/18/2017,12/20/2017,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,USCA - South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.31
290,US-2017-110772,11/20/2017,11/24/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,USCA - East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.1,7,0.2,6.68
291,US-2017-110772,11/20/2017,11/24/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,USCA - East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.5,8,0.2,6.24
292,US-2017-110772,11/20/2017,11/24/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,USCA - East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98,2,0.2,54.4
293,US-2017-110772,11/20/2017,11/24/2017,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,USCA - East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7
299,US-2017-142545,10/28/2017,11/3/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,USCA - East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0,15.55
300,US-2017-142545,10/28/2017,11/3/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,USCA - East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.82
301,US-2017-142545,10/28/2017,11/3/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,USCA - East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0,27.32
302,US-2017-142545,10/28/2017,11/3/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,USCA - East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.02
303,US-2017-142545,10/28/2017,11/3/2017,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,USCA - East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.57
310,US-2017-142902,9/12/2017,9/14/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,USCA - West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,0.2,3.59
311,US-2017-142902,9/12/2017,9/14/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,USCA - West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2,0.2,52.51
312,US-2017-142902,9/12/2017,9/14/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,USCA - West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,0.2,1.71
313,US-2017-142902,9/12/2017,9/14/2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,USCA - West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.26,3,0.2,2.04
324,US-2017-162138,4/23/2017,4/27/2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,USCA - West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.74
325,US-2017-162138,4/23/2017,4/27/2017,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,USCA - West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0,35
327,US-2017-141544,5/22/2017,5/25/2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.9,3,0.4,-67.88
328,US-2017-141544,5/22/2017,5/25/2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.22,2,0.2,3.39
329,US-2017-141544,5/22/2017,5/25/2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.74,4,0.3,-258.5
330,US-2017-141544,5/22/2017,5/25/2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.83
331,US-2017-141544,5/22/2017,5/25/2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76,6,0.7,-27.69
332,US-2017-150147,4/25/2017,4/29/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7
333,US-2017-150147,4/25/2017,4/29/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.72,2,0.7,-13.82
334,US-2017-150147,4/25/2017,4/29/2017,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,USCA - East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.9,3,0.7,-3.43
350,US-2017-129714,9/1/2017,9/3/2017,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,USCA - East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.31
